Textbox8,tbToday
Reference Designator Attributes Report,Report Generated: 10/30/2012

Textbox14


Count
"Total Active, Retired, Draft, Rejected Risks: 0"
CE02SHSM-RI002-05-CTDBPC999,CTDBP,First Deployment Date,2014-10
CE02SHSM-RI002-05-CTDBPC999,CTDBP,latitude,44.64
CE02SHSM-RI002-05-CTDBPC999,CTDBP,longitude,124.3
CE02SHSM-RI002-05-CTDBPC999,CTDBP,Platform Agent Type,InSitu CyberPoP - Surface Mooring Platform Controller
CE02SHSM-RI002-05-CTDBPC999,CTDBP,Relative Depth,5 below sea surface
CE02SHSM-RI003-01-ADCPTA999,ADCPT,depth_port_max,80
CE02SHSM-RI003-01-ADCPTA999,ADCPT,depth_port_min,5
CE02SHSM-RI003-01-ADCPTA999,ADCPT,depth_subsite,80
CE02SHSM-RI003-01-ADCPTA999,ADCPT,First Deployment Date,2014-10
CE02SHSM-RI003-01-ADCPTA999,ADCPT,latitude,44.64
CE02SHSM-RI003-01-ADCPTA999,ADCPT,longitude,124.3
CE02SHSM-RI003-01-ADCPTA999,ADCPT,Platform Agent Type,InSitu CyberPoP - Surface Mooring Platform Controller
CE02SHSM-RI003-01-ADCPTA999,ADCPT,Relative Depth,Mounted at 5 measures down to bottom
CE02SHSM-RI003-02-OPTAAD999,OPTAA,depth_port_max,5
CE02SHSM-RI003-02-OPTAAD999,OPTAA,depth_port_min,5
CE02SHSM-RI003-02-OPTAAD999,OPTAA,depth_subsite,80
CE02SHSM-RI003-02-OPTAAD999,OPTAA,First Deployment Date,2014-10
CE02SHSM-RI003-02-OPTAAD999,OPTAA,latitude,44.64
CE02SHSM-RI003-02-OPTAAD999,OPTAA,longitude,124.3
CE02SHSM-RI003-02-OPTAAD999,OPTAA,Platform Agent Type,InSitu CyberPoP - Surface Mooring Platform Controller
CE02SHSM-RI003-02-OPTAAD999,OPTAA,Relative Depth,5 below sea surface
CE02SHSM-RI003-03-NUTNRB999,NUTNR,depth_port_max,5
CE02SHSM-RI003-03-NUTNRB999,NUTNR,depth_port_min,5
CE02SHSM-RI003-03-NUTNRB999,NUTNR,depth_subsite,80
CE02SHSM-RI003-03-NUTNRB999,NUTNR,First Deployment Date,2014-10
CE02SHSM-RI003-03-NUTNRB999,NUTNR,latitude,44.64
CE02SHSM-RI003-03-NUTNRB999,NUTNR,longitude,124.3
CE02SHSM-RI003-03-NUTNRB999,NUTNR,Platform Agent Type,InSitu CyberPoP - Surface Mooring Platform Controller
CE02SHSM-RI003-03-NUTNRB999,NUTNR,Relative Depth,5 below sea surface
CE02SHSM-RI003-04-SPKIRB999,SPKIR,depth_port_max,5
CE02SHSM-RI003-04-SPKIRB999,SPKIR,depth_port_min,5
CE02SHSM-RI003-04-SPKIRB999,SPKIR,depth_subsite,80
CE02SHSM-RI003-04-SPKIRB999,SPKIR,First Deployment Date,2014-10
CE02SHSM-RI003-04-SPKIRB999,SPKIR,latitude,44.64
CE02SHSM-RI003-04-SPKIRB999,SPKIR,longitude,124.3
CE02SHSM-RI003-04-SPKIRB999,SPKIR,Platform Agent Type,InSitu CyberPoP - Surface Mooring Platform Controller
CE02SHSM-RI003-04-SPKIRB999,SPKIR,Relative Depth,5 below sea surface
CE02SHSM-RI003-05-FLORTD999,FLORT,depth_port_max,5
CE02SHSM-RI003-05-FLORTD999,FLORT,depth_port_min,5
CE02SHSM-RI003-05-FLORTD999,FLORT,depth_subsite,80
CE02SHSM-RI003-05-FLORTD999,FLORT,First Deployment Date,2014-10
CE02SHSM-RI003-05-FLORTD999,FLORT,latitude,44.64
CE02SHSM-RI003-05-FLORTD999,FLORT,longitude,124.3
CE02SHSM-RI003-05-FLORTD999,FLORT,Platform Agent Type,InSitu CyberPoP - Surface Mooring Platform Controller
CE02SHSM-RI003-05-FLORTD999,FLORT,Relative Depth,5 below sea surface
CE02SHSM-SB001-01-METBKA999,METBK,depth_port_max,-3
CE02SHSM-SB001-01-METBKA999,METBK,depth_port_min,-3
CE02SHSM-SB001-01-METBKA999,METBK,depth_subsite,80
CE02SHSM-SB001-01-METBKA999,METBK,First Deployment Date,2014-10
CE02SHSM-SB001-01-METBKA999,METBK,latitude,44.64
CE02SHSM-SB001-01-METBKA999,METBK,longitude,124.3
CE02SHSM-SB001-01-METBKA999,METBK,Platform Agent Type,InSitu CyberPoP - Surface Mooring Platform Controller
CE02SHSM-SB001-01-METBKA999,METBK,Relative Depth,~3 above sea surface
CE02SHSM-SB001-03-PCO2AA999,PCO2A,depth_port_max,0
CE02SHSM-SB001-03-PCO2AA999,PCO2A,depth_port_min,0
CE02SHSM-SB001-03-PCO2AA999,PCO2A,depth_subsite,80
CE02SHSM-SB001-03-PCO2AA999,PCO2A,First Deployment Date,2014-10
CE02SHSM-SB001-03-PCO2AA999,PCO2A,latitude,44.64
CE02SHSM-SB001-03-PCO2AA999,PCO2A,longitude,124.3
CE02SHSM-SB001-03-PCO2AA999,PCO2A,Platform Agent Type,InSitu CyberPoP - Surface Mooring Platform Controller
CE02SHSM-SB001-03-PCO2AA999,PCO2A,Relative Depth,Sea Surface
CE02SHSM-SB001-04-FDCHP0999,FDCHP,depth_port_max,-3
CE02SHSM-SB001-04-FDCHP0999,FDCHP,depth_port_min,-3
CE02SHSM-SB001-04-FDCHP0999,FDCHP,depth_subsite,80
CE02SHSM-SB001-04-FDCHP0999,FDCHP,First Deployment Date,2014-10
CE02SHSM-SB001-04-FDCHP0999,FDCHP,latitude,44.64
CE02SHSM-SB001-04-FDCHP0999,FDCHP,longitude,124.3
CE02SHSM-SB001-04-FDCHP0999,FDCHP,Platform Agent Type,InSitu CyberPoP - Surface Mooring Platform Controller
CE02SHSM-SB001-04-FDCHP0999,FDCHP,Relative Depth,~3 above sea surface
CE02SHSM-SB001-05-VELPTA999,VELPT,depth_port_max,1
CE02SHSM-SB001-05-VELPTA999,VELPT,depth_port_min,1
CE02SHSM-SB001-05-VELPTA999,VELPT,depth_subsite,80
CE02SHSM-SB001-05-VELPTA999,VELPT,First Deployment Date,2014-10
CE02SHSM-SB001-05-VELPTA999,VELPT,latitude,44.64
CE02SHSM-SB001-05-VELPTA999,VELPT,longitude,124.3
CE02SHSM-SB001-05-VELPTA999,VELPT,Platform Agent Type,InSitu CyberPoP - Surface Mooring Platform Controller
CE02SHSM-SB001-05-VELPTA999,VELPT,Relative Depth,1 below sea surface
CE02SHSM-SB001-06-WAVSSA999,WAVSS,depth_port_max,0
CE02SHSM-SB001-06-WAVSSA999,WAVSS,depth_port_min,0
CE02SHSM-SB001-06-WAVSSA999,WAVSS,depth_subsite,80
CE02SHSM-SB001-06-WAVSSA999,WAVSS,First Deployment Date,2014-10
CE02SHSM-SB001-06-WAVSSA999,WAVSS,latitude,44.64
CE02SHSM-SB001-06-WAVSSA999,WAVSS,longitude,124.3
CE02SHSM-SB001-06-WAVSSA999,WAVSS,Platform Agent Type,InSitu CyberPoP - Surface Mooring Platform Controller
CE02SHSM-SB001-06-WAVSSA999,WAVSS,Relative Depth,Sea Surface
CE02SHSP-SP001-01-CTDPF0999,CTDPF,depth_port_max,80
CE02SHSP-SP001-01-CTDPF0999,CTDPF,depth_port_min,0
CE02SHSP-SP001-01-CTDPF0999,CTDPF,depth_subsite,80
CE02SHSP-SP001-01-CTDPF0999,CTDPF,First Deployment Date,2014-07
CE02SHSP-SP001-01-CTDPF0999,CTDPF,latitude,44.64
CE02SHSP-SP001-01-CTDPF0999,CTDPF,longitude,124.3
CE02SHSP-SP001-01-CTDPF0999,CTDPF,Platform Agent Type,Shore CyberPoP - Coastal Mooring Server
CE02SHSP-SP001-01-CTDPF0999,CTDPF,Relative Depth,Sea surface to 2 above bottom
CE02SHSP-SP001-01-DOFST0999,DOFST,depth_port_max,80
CE02SHSP-SP001-01-DOFST0999,DOFST,depth_port_min,0
CE02SHSP-SP001-01-DOFST0999,DOFST,depth_subsite,80
CE02SHSP-SP001-01-DOFST0999,DOFST,First Deployment Date,2014-07
CE02SHSP-SP001-01-DOFST0999,DOFST,latitude,44.64
CE02SHSP-SP001-01-DOFST0999,DOFST,longitude,124.3
CE02SHSP-SP001-01-DOFST0999,DOFST,Platform Agent Type,Shore CyberPoP - Coastal Mooring Server
CE02SHSP-SP001-01-DOFST0999,DOFST,Relative Depth,Sea surface to 2 above bottom
CE02SHSP-SP001-02-VEL3D0999,VEL3D,depth_port_max,80
CE02SHSP-SP001-02-VEL3D0999,VEL3D,depth_port_min,0
CE02SHSP-SP001-02-VEL3D0999,VEL3D,depth_subsite,80
CE02SHSP-SP001-02-VEL3D0999,VEL3D,First Deployment Date,2014-07
CE02SHSP-SP001-02-VEL3D0999,VEL3D,latitude,44.64
CE02SHSP-SP001-02-VEL3D0999,VEL3D,longitude,124.3
CE02SHSP-SP001-02-VEL3D0999,VEL3D,Platform Agent Type,Shore CyberPoP - Coastal Mooring Server
CE02SHSP-SP001-02-VEL3D0999,VEL3D,Relative Depth,Sea surface to 2 above bottom
CE02SHSP-SP001-03-PCO2W0999,PCO2W,depth_port_max,80
CE02SHSP-SP001-03-PCO2W0999,PCO2W,depth_port_min,0
CE02SHSP-SP001-03-PCO2W0999,PCO2W,depth_subsite,80
CE02SHSP-SP001-03-PCO2W0999,PCO2W,First Deployment Date,2014-07
CE02SHSP-SP001-03-PCO2W0999,PCO2W,latitude,44.64
CE02SHSP-SP001-03-PCO2W0999,PCO2W,longitude,124.3
CE02SHSP-SP001-03-PCO2W0999,PCO2W,Platform Agent Type,Shore CyberPoP - Coastal Mooring Server
CE02SHSP-SP001-03-PCO2W0999,PCO2W,Relative Depth,Sea surface to 2 above bottom
CE02SHSP-SP001-04-OPTAA0999,OPTAA,depth_port_max,80
CE02SHSP-SP001-04-OPTAA0999,OPTAA,depth_port_min,0
CE02SHSP-SP001-04-OPTAA0999,OPTAA,depth_subsite,80
CE02SHSP-SP001-04-OPTAA0999,OPTAA,First Deployment Date,2014-07
CE02SHSP-SP001-04-OPTAA0999,OPTAA,latitude,44.64
CE02SHSP-SP001-04-OPTAA0999,OPTAA,longitude,124.3
CE02SHSP-SP001-04-OPTAA0999,OPTAA,Platform Agent Type,Shore CyberPoP - Coastal Mooring Server
CE02SHSP-SP001-04-OPTAA0999,OPTAA,Relative Depth,Sea surface to 2 above bottom
CE02SHSP-SP001-05-NUTNR0999,NUTNR,depth_port_max,80
CE02SHSP-SP001-05-NUTNR0999,NUTNR,depth_port_min,0
CE02SHSP-SP001-05-NUTNR0999,NUTNR,depth_subsite,80
CE02SHSP-SP001-05-NUTNR0999,NUTNR,First Deployment Date,2014-07
CE02SHSP-SP001-05-NUTNR0999,NUTNR,latitude,44.64
CE02SHSP-SP001-05-NUTNR0999,NUTNR,longitude,124.3
CE02SHSP-SP001-05-NUTNR0999,NUTNR,Platform Agent Type,Shore CyberPoP - Coastal Mooring Server
CE02SHSP-SP001-05-NUTNR0999,NUTNR,Relative Depth,Sea surface to 2 above bottom
CE02SHSP-SP001-06-SPKIR0999,SPKIR,depth_port_max,80
CE02SHSP-SP001-06-SPKIR0999,SPKIR,depth_port_min,0
CE02SHSP-SP001-06-SPKIR0999,SPKIR,depth_subsite,80
CE02SHSP-SP001-06-SPKIR0999,SPKIR,First Deployment Date,2014-07
CE02SHSP-SP001-06-SPKIR0999,SPKIR,latitude,44.64
CE02SHSP-SP001-06-SPKIR0999,SPKIR,longitude,124.3
CE02SHSP-SP001-06-SPKIR0999,SPKIR,Platform Agent Type,Shore CyberPoP - Coastal Mooring Server
CE02SHSP-SP001-06-SPKIR0999,SPKIR,Relative Depth,Sea surface to 2 above bottom
CE02SHSP-SP001-07-FLORT0999,FLORT,depth_port_max,80
CE02SHSP-SP001-07-FLORT0999,FLORT,depth_port_min,0
CE02SHSP-SP001-07-FLORT0999,FLORT,depth_subsite,80
CE02SHSP-SP001-07-FLORT0999,FLORT,First Deployment Date,2014-07
CE02SHSP-SP001-07-FLORT0999,FLORT,latitude,44.64
CE02SHSP-SP001-07-FLORT0999,FLORT,longitude,124.3
CE02SHSP-SP001-07-FLORT0999,FLORT,Platform Agent Type,Shore CyberPoP - Coastal Mooring Server
CE02SHSP-SP001-07-FLORT0999,FLORT,Relative Depth,Sea surface to 2 above bottom
CE02SHSP-SP001-08-PARAD0999,PARAD,depth_port_max,80
CE02SHSP-SP001-08-PARAD0999,PARAD,depth_port_min,0
CE02SHSP-SP001-08-PARAD0999,PARAD,depth_subsite,80
CE02SHSP-SP001-08-PARAD0999,PARAD,First Deployment Date,2014-07
CE02SHSP-SP001-08-PARAD0999,PARAD,latitude,44.64
CE02SHSP-SP001-08-PARAD0999,PARAD,longitude,124.3
CE02SHSP-SP001-08-PARAD0999,PARAD,Platform Agent Type,Shore CyberPoP - Coastal Mooring Server
CE02SHSP-SP001-08-PARAD0999,PARAD,Relative Depth,Sea surface to 2 above bottom
CE04OSBP-LJ01C-05-ADCPSI103,ADCPS,depth_port_max,575
CE04OSBP-LJ01C-05-ADCPSI103,ADCPS,depth_port_min,575
CE04OSBP-LJ01C-05-ADCPSI103,ADCPS,depth_subsite,500
CE04OSBP-LJ01C-05-ADCPSI103,ADCPS,First Deployment Date,2013-08
CE04OSBP-LJ01C-05-ADCPSI103,ADCPS,latitude,44.65
CE04OSBP-LJ01C-05-ADCPSI103,ADCPS,longitude,124.9
CE04OSBP-LJ01C-05-ADCPSI103,ADCPS,Platform Agent Type,Shore CyberPoP - Regional Observatory Management System
CE04OSBP-LJ01C-05-ADCPSI103,ADCPS,Relative Depth,2 above bottom
CE04OSBP-LJ01C-06-CTDBPO108,CTDBP,depth_port_max,575
CE04OSBP-LJ01C-06-CTDBPO108,CTDBP,depth_port_min,575
CE04OSBP-LJ01C-06-CTDBPO108,CTDBP,depth_subsite,500
CE04OSBP-LJ01C-06-CTDBPO108,CTDBP,First Deployment Date,2013-08
CE04OSBP-LJ01C-06-CTDBPO108,CTDBP,latitude,44.65
CE04OSBP-LJ01C-06-CTDBPO108,CTDBP,longitude,124.9
CE04OSBP-LJ01C-06-CTDBPO108,CTDBP,Platform Agent Type,Shore CyberPoP - Regional Observatory Management System
CE04OSBP-LJ01C-06-CTDBPO108,CTDBP,Relative Depth,2 above bottom
CE04OSBP-LJ01C-06-DOSTAD108,DOSTA,depth_port_max,575
CE04OSBP-LJ01C-06-DOSTAD108,DOSTA,depth_port_min,575
CE04OSBP-LJ01C-06-DOSTAD108,DOSTA,depth_subsite,500
CE04OSBP-LJ01C-06-DOSTAD108,DOSTA,First Deployment Date,2013-08
CE04OSBP-LJ01C-06-DOSTAD108,DOSTA,latitude,44.65
CE04OSBP-LJ01C-06-DOSTAD108,DOSTA,longitude,124.9
CE04OSBP-LJ01C-06-DOSTAD108,DOSTA,Platform Agent Type,Shore CyberPoP - Regional Observatory Management System
CE04OSBP-LJ01C-06-DOSTAD108,DOSTA,Relative Depth,2 above bottom
CE04OSBP-LJ01C-07-VEL3DC107,VEL3D,depth_port_max,575
CE04OSBP-LJ01C-07-VEL3DC107,VEL3D,depth_port_min,575
CE04OSBP-LJ01C-07-VEL3DC107,VEL3D,depth_subsite,500
CE04OSBP-LJ01C-07-VEL3DC107,VEL3D,First Deployment Date,2013-08
CE04OSBP-LJ01C-07-VEL3DC107,VEL3D,latitude,44.65
CE04OSBP-LJ01C-07-VEL3DC107,VEL3D,longitude,124.9
CE04OSBP-LJ01C-07-VEL3DC107,VEL3D,Platform Agent Type,Shore CyberPoP - Regional Observatory Management System
CE04OSBP-LJ01C-07-VEL3DC107,VEL3D,Relative Depth,2 above bottom
CE04OSBP-LJ01C-08-OPTAAC104,OPTAA,depth_port_max,
CE04OSBP-LJ01C-08-OPTAAC104,OPTAA,depth_port_min,
CE04OSBP-LJ01C-08-OPTAAC104,OPTAA,depth_subsite,500
CE04OSBP-LJ01C-08-OPTAAC104,OPTAA,First Deployment Date,2013-08
CE04OSBP-LJ01C-08-OPTAAC104,OPTAA,latitude,44.65
CE04OSBP-LJ01C-08-OPTAAC104,OPTAA,longitude,124.9
CE04OSBP-LJ01C-08-OPTAAC104,OPTAA,Platform Agent Type,Shore CyberPoP - Regional Observatory Management System
CE04OSBP-LJ01C-08-OPTAAC104,OPTAA,Relative Depth,
CE04OSBP-LJ01C-09-PCO2WB104,PCO2W,depth_port_max,
CE04OSBP-LJ01C-09-PCO2WB104,PCO2W,depth_port_min,
CE04OSBP-LJ01C-09-PCO2WB104,PCO2W,depth_subsite,500
CE04OSBP-LJ01C-09-PCO2WB104,PCO2W,First Deployment Date,2013-08
CE04OSBP-LJ01C-09-PCO2WB104,PCO2W,latitude,44.65
CE04OSBP-LJ01C-09-PCO2WB104,PCO2W,longitude,124.9
CE04OSBP-LJ01C-09-PCO2WB104,PCO2W,Platform Agent Type,Shore CyberPoP - Regional Observatory Management System
CE04OSBP-LJ01C-09-PCO2WB104,PCO2W,Relative Depth,
CE04OSBP-LJ01C-10-PHSEND107,PHSEN,depth_port_max,
CE04OSBP-LJ01C-10-PHSEND107,PHSEN,depth_port_min,
CE04OSBP-LJ01C-10-PHSEND107,PHSEN,depth_subsite,500
CE04OSBP-LJ01C-10-PHSEND107,PHSEN,First Deployment Date,2013-08
CE04OSBP-LJ01C-10-PHSEND107,PHSEN,latitude,44.65
CE04OSBP-LJ01C-10-PHSEND107,PHSEN,longitude,124.9
CE04OSBP-LJ01C-10-PHSEND107,PHSEN,Platform Agent Type,Shore CyberPoP - Regional Observatory Management System
CE04OSBP-LJ01C-10-PHSEND107,PHSEN,Relative Depth,
CE04OSBP-LJ01C-11-HYDBBA105,HYDBB,depth_port_max,
CE04OSBP-LJ01C-11-HYDBBA105,HYDBB,depth_port_min,
CE04OSBP-LJ01C-11-HYDBBA105,HYDBB,depth_subsite,500
CE04OSBP-LJ01C-11-HYDBBA105,HYDBB,First Deployment Date,2013-08
CE04OSBP-LJ01C-11-HYDBBA105,HYDBB,latitude,44.65
CE04OSBP-LJ01C-11-HYDBBA105,HYDBB,longitude,124.9
CE04OSBP-LJ01C-11-HYDBBA105,HYDBB,Platform Agent Type,Shore CyberPoP - Regional Observatory Management System
CE04OSBP-LJ01C-11-HYDBBA105,HYDBB,Relative Depth,
CE04OSBP-LJ01C-12-CAMDSB106,CAMDS,depth_port_max,
CE04OSBP-LJ01C-12-CAMDSB106,CAMDS,depth_port_min,
CE04OSBP-LJ01C-12-CAMDSB106,CAMDS,depth_subsite,500
CE04OSBP-LJ01C-12-CAMDSB106,CAMDS,First Deployment Date,2013-08
CE04OSBP-LJ01C-12-CAMDSB106,CAMDS,latitude,44.65
CE04OSBP-LJ01C-12-CAMDSB106,CAMDS,longitude,124.9
CE04OSBP-LJ01C-12-CAMDSB106,CAMDS,Platform Agent Type,Shore CyberPoP - Regional Observatory Management System
CE04OSBP-LJ01C-12-CAMDSB106,CAMDS,Relative Depth,
CE04OSHY-DP01B-01-CTDPFA105,CTDPF,depth_port_max,577
CE04OSHY-DP01B-01-CTDPFA105,CTDPF,depth_port_min,15
CE04OSHY-DP01B-01-CTDPFA105,CTDPF,depth_subsite,500
CE04OSHY-DP01B-01-CTDPFA105,CTDPF,First Deployment Date,2014-08
CE04OSHY-DP01B-01-CTDPFA105,CTDPF,latitude,44.65
CE04OSHY-DP01B-01-CTDPFA105,CTDPF,longitude,124.9
CE04OSHY-DP01B-01-CTDPFA105,CTDPF,Platform Agent Type,Shore CyberPoP - Regional Observatory Management System
CE04OSHY-DP01B-01-CTDPFA105,CTDPF,Relative Depth,Near bottom to 15 below surface
CE04OSHY-DP01B-02-VEL3DA105,VEL3D,depth_port_max,
CE04OSHY-DP01B-02-VEL3DA105,VEL3D,depth_port_min,
CE04OSHY-DP01B-02-VEL3DA105,VEL3D,depth_subsite,500
CE04OSHY-DP01B-02-VEL3DA105,VEL3D,First Deployment Date,2014-08
CE04OSHY-DP01B-02-VEL3DA105,VEL3D,latitude,44.65
CE04OSHY-DP01B-02-VEL3DA105,VEL3D,longitude,124.9
CE04OSHY-DP01B-02-VEL3DA105,VEL3D,Platform Agent Type,Shore CyberPoP - Regional Observatory Management System
CE04OSHY-DP01B-02-VEL3DA105,VEL3D,Relative Depth,
CE04OSHY-DP01B-04-FLORTA103,FLORT,depth_port_max,577
CE04OSHY-DP01B-04-FLORTA103,FLORT,depth_port_min,15
CE04OSHY-DP01B-04-FLORTA103,FLORT,depth_subsite,500
CE04OSHY-DP01B-04-FLORTA103,FLORT,First Deployment Date,2014-08
CE04OSHY-DP01B-04-FLORTA103,FLORT,latitude,44.65
CE04OSHY-DP01B-04-FLORTA103,FLORT,longitude,124.9
CE04OSHY-DP01B-04-FLORTA103,FLORT,Platform Agent Type,Shore CyberPoP - Regional Observatory Management System
CE04OSHY-DP01B-04-FLORTA103,FLORT,Relative Depth,Near bottom to 15 below surface
CE04OSHY-DP01B-06-DOSTAA105,DOSTA,depth_port_max,
CE04OSHY-DP01B-06-DOSTAA105,DOSTA,depth_port_min,
CE04OSHY-DP01B-06-DOSTAA105,DOSTA,depth_subsite,500
CE04OSHY-DP01B-06-DOSTAA105,DOSTA,First Deployment Date,2014-08
CE04OSHY-DP01B-06-DOSTAA105,DOSTA,latitude,44.65
CE04OSHY-DP01B-06-DOSTAA105,DOSTA,longitude,124.9
CE04OSHY-DP01B-06-DOSTAA105,DOSTA,Platform Agent Type,Shore CyberPoP - Regional Observatory Management System
CE04OSHY-DP01B-06-DOSTAA105,DOSTA,Relative Depth,
CE04OSHY-PC01B-05-PHSENB106,PHSEN,depth_port_max,
CE04OSHY-PC01B-05-PHSENB106,PHSEN,depth_port_min,
CE04OSHY-PC01B-05-PHSENB106,PHSEN,depth_subsite,500
CE04OSHY-PC01B-05-PHSENB106,PHSEN,First Deployment Date,2014-08
CE04OSHY-PC01B-05-PHSENB106,PHSEN,latitude,44.65
CE04OSHY-PC01B-05-PHSENB106,PHSEN,longitude,124.9
CE04OSHY-PC01B-05-PHSENB106,PHSEN,Platform Agent Type,Shore CyberPoP - Regional Observatory Management System
CE04OSHY-PC01B-05-PHSENB106,PHSEN,Relative Depth,
CE04OSHY-PC01B-08-ZPLSCB102,ZPLSC,depth_port_max,
CE04OSHY-PC01B-08-ZPLSCB102,ZPLSC,depth_port_min,
CE04OSHY-PC01B-08-ZPLSCB102,ZPLSC,depth_subsite,500
CE04OSHY-PC01B-08-ZPLSCB102,ZPLSC,First Deployment Date,2014-08
CE04OSHY-PC01B-08-ZPLSCB102,ZPLSC,latitude,44.65
CE04OSHY-PC01B-08-ZPLSCB102,ZPLSC,longitude,124.9
CE04OSHY-PC01B-08-ZPLSCB102,ZPLSC,Platform Agent Type,Shore CyberPoP - Regional Observatory Management System
CE04OSHY-PC01B-08-ZPLSCB102,ZPLSC,Relative Depth,
CE04OSHY-PC01B-12-PCO2WA105,PCO2W,depth_port_max,
CE04OSHY-PC01B-12-PCO2WA105,PCO2W,depth_port_min,
CE04OSHY-PC01B-12-PCO2WA105,PCO2W,depth_subsite,500
CE04OSHY-PC01B-12-PCO2WA105,PCO2W,First Deployment Date,2014-08
CE04OSHY-PC01B-12-PCO2WA105,PCO2W,latitude,44.65
CE04OSHY-PC01B-12-PCO2WA105,PCO2W,longitude,124.9
CE04OSHY-PC01B-12-PCO2WA105,PCO2W,Platform Agent Type,Shore CyberPoP - Regional Observatory Management System
CE04OSHY-PC01B-12-PCO2WA105,PCO2W,Relative Depth,
CE04OSHY-SF01B-02-VEL3DA106,VEL3D,depth_port_max,
CE04OSHY-SF01B-02-VEL3DA106,VEL3D,depth_port_min,
CE04OSHY-SF01B-02-VEL3DA106,VEL3D,depth_subsite,500
CE04OSHY-SF01B-02-VEL3DA106,VEL3D,First Deployment Date,2014-08
CE04OSHY-SF01B-02-VEL3DA106,VEL3D,latitude,44.65
CE04OSHY-SF01B-02-VEL3DA106,VEL3D,longitude,124.9
CE04OSHY-SF01B-02-VEL3DA106,VEL3D,Platform Agent Type,Shore CyberPoP - Regional Observatory Management System
CE04OSHY-SF01B-02-VEL3DA106,VEL3D,Relative Depth,
CE04OSHY-SF01B-03-FLORTA104,FLORT,depth_port_max,
CE04OSHY-SF01B-03-FLORTA104,FLORT,depth_port_min,
CE04OSHY-SF01B-03-FLORTA104,FLORT,depth_subsite,500
CE04OSHY-SF01B-03-FLORTA104,FLORT,First Deployment Date,2014-08
CE04OSHY-SF01B-03-FLORTA104,FLORT,latitude,44.65
CE04OSHY-SF01B-03-FLORTA104,FLORT,longitude,124.9
CE04OSHY-SF01B-03-FLORTA104,FLORT,Platform Agent Type,Shore CyberPoP - Regional Observatory Management System
CE04OSHY-SF01B-03-FLORTA104,FLORT,Relative Depth,
CE04OSHY-SF01B-04-NUTNRA102,NUTNR,depth_port_max,
CE04OSHY-SF01B-04-NUTNRA102,NUTNR,depth_port_min,
CE04OSHY-SF01B-04-NUTNRA102,NUTNR,depth_subsite,500
CE04OSHY-SF01B-04-NUTNRA102,NUTNR,First Deployment Date,2014-08
CE04OSHY-SF01B-04-NUTNRA102,NUTNR,latitude,44.65
CE04OSHY-SF01B-04-NUTNRA102,NUTNR,longitude,124.9
CE04OSHY-SF01B-04-NUTNRA102,NUTNR,Platform Agent Type,Shore CyberPoP - Regional Observatory Management System
CE04OSHY-SF01B-04-NUTNRA102,NUTNR,Relative Depth,
CE04OSHY-SF01B-05-PCO2WA102,PCO2W,depth_port_max,
CE04OSHY-SF01B-05-PCO2WA102,PCO2W,depth_port_min,
CE04OSHY-SF01B-05-PCO2WA102,PCO2W,depth_subsite,500
CE04OSHY-SF01B-05-PCO2WA102,PCO2W,First Deployment Date,2014-08
CE04OSHY-SF01B-05-PCO2WA102,PCO2W,latitude,44.65
CE04OSHY-SF01B-05-PCO2WA102,PCO2W,longitude,124.9
CE04OSHY-SF01B-05-PCO2WA102,PCO2W,Platform Agent Type,Shore CyberPoP - Regional Observatory Management System
CE04OSHY-SF01B-05-PCO2WA102,PCO2W,Relative Depth,
CE04OSHY-SF01B-06-PARADA102,PARAD,depth_port_max,
CE04OSHY-SF01B-06-PARADA102,PARAD,depth_port_min,
CE04OSHY-SF01B-06-PARADA102,PARAD,depth_subsite,500
CE04OSHY-SF01B-06-PARADA102,PARAD,First Deployment Date,2014-08
CE04OSHY-SF01B-06-PARADA102,PARAD,latitude,44.65
CE04OSHY-SF01B-06-PARADA102,PARAD,longitude,124.9
CE04OSHY-SF01B-06-PARADA102,PARAD,Platform Agent Type,Shore CyberPoP - Regional Observatory Management System
CE04OSHY-SF01B-06-PARADA102,PARAD,Relative Depth,
CE04OSHY-SF01B-07-SPKIRA102,SPKIR,depth_port_max,
CE04OSHY-SF01B-07-SPKIRA102,SPKIR,depth_port_min,
CE04OSHY-SF01B-07-SPKIRA102,SPKIR,depth_subsite,500
CE04OSHY-SF01B-07-SPKIRA102,SPKIR,First Deployment Date,2014-08
CE04OSHY-SF01B-07-SPKIRA102,SPKIR,latitude,44.65
CE04OSHY-SF01B-07-SPKIRA102,SPKIR,longitude,124.9
CE04OSHY-SF01B-07-SPKIRA102,SPKIR,Platform Agent Type,Shore CyberPoP - Regional Observatory Management System
CE04OSHY-SF01B-07-SPKIRA102,SPKIR,Relative Depth,
CE04OSHY-SF01B-08-CTDPFA107,CTDPF,depth_port_max,
CE04OSHY-SF01B-08-CTDPFA107,CTDPF,depth_port_min,
CE04OSHY-SF01B-08-CTDPFA107,CTDPF,depth_subsite,500
CE04OSHY-SF01B-08-CTDPFA107,CTDPF,First Deployment Date,2014-08
CE04OSHY-SF01B-08-CTDPFA107,CTDPF,latitude,44.65
CE04OSHY-SF01B-08-CTDPFA107,CTDPF,longitude,124.9
CE04OSHY-SF01B-08-CTDPFA107,CTDPF,Platform Agent Type,Shore CyberPoP - Regional Observatory Management System
CE04OSHY-SF01B-08-CTDPFA107,CTDPF,Relative Depth,
